planet_name,host_name,number_stars,number_planets,discovery_method,discovery_year,discovery_facility,orbital_period,semimajor_axis,planet_radius,planet_mass_E,planet_mass_J,planet_eccentricity,planet_eq_temp,star_spectype,star_teff,star_radius,star_mass,star_age,system_distance,system_vmag,system_gaiamag
HD 66428 b,HD 66428,1,2,Radial Velocity,2005,W. M. Keck Observatory,2269.81726,3.395,12.4,3478.949743,10.946,0.471,,G8 IV (+ G),5716,1.13,1.01,3.515,53.2817,8.25,8.08142
HD 11964 b,HD 11964,2,2,Radial Velocity,2005,W. M. Keck Observatory,1945,3.16,14.1,198,0.622,0.041,,G9 V CN+1,5303,2.00971,0.91,7.45,33.5369,6.41525,6.209
HD 142022 A b,HD 142022 A,2,1,Radial Velocity,2005,La Silla Observatory,1928,2.93,12.9,1433.406116,4.51,0.53,,G9 IV-V,5421,1.04,0.9,7,34.2802,7.7,7.51423
HD 37124 d,HD 37124,1,3,Radial Velocity,2005,W. M. Keck Observatory,1862,2.807,14,221.20968,0.696,0.16,,G4 V,5698.64,0.949168,0.85,4,31.6634,7.68,7.47238
HD 108874 c,HD 108874,1,2,Radial Velocity,2005,W. M. Keck Observatory,1624,2.659,13.8,314.64,0.99,0.239,,G5,5551,1.091098,0.95,8,59.5175,8.76,8.57502
HD 164922 b,HD 164922,1,4,Radial Velocity,2005,W. M. Keck Observatory,1207,2.16,13.3,116,0.36497499,0.08,159.4,G9 V,5390,0.946,0.926,9.58,22.0016,7.01227,6.78614
HD 81040 b,HD 81040,1,1,Radial Velocity,2005,Multiple Observatories,1004.7,1.946,12.6,2393.247905,7.53,0.527,,G2/G3,5755,0.91,0.962,0.73,34.4341,7.72,7.55543
HD 128311 c,HD 128311,1,2,Radial Velocity,2005,W. M. Keck Observatory,921.538,1.74,13,1204.25787,3.789,0.159,,K0,4965,0.76,0.828,0.96,16.3292,7.48,7.16719
HD 11977 b,HD 11977,1,1,Radial Velocity,2005,La Silla Observatory,711,1.93,12.7,2080,6.54,0.4,,G8 III/IV,4970,10.09,1.91,1.2,67.9331,4.68,4.43863
HD 13189 b,HD 13189,1,1,Radial Velocity,2005,Thueringer Landessternwarte Tautenburg,471.60001,1.25,12.4,3480.2385,10.95,0.27,,K2,4175,38.41,2.24,,497.823,7.57,7.01743
HD 99109 b,HD 99109,1,1,Radial Velocity,2005,W. M. Keck Observatory,439.29999,1.11,14.3,139.8452,0.44,0.09,,G8/K0 IV,5282,0.98,0.76,1,54.7901,9.1,8.86823
HD 33564 b,HD 33564,1,1,Radial Velocity,2005,Haute-Provence Observatory,388,1.1,12.5,2892.1,9.1,0.34,,F6 V,6250,1.4367,1.25,3,20.9531,5.10111,4.97155
HD 73526 c,HD 73526,1,2,Radial Velocity,2005,Anglo-Australian Telescope,379.1,1.03,13.3,715.09,2.25,0.28,,G6 V,5633,1.53,1.014,9.59,97.2396,8.99,8.79682
HD 93083 b,HD 93083,1,1,Radial Velocity,2005,La Silla Observatory,143.58,0.477,13.4,117.59,0.37,0.14,,K3 V,4995,0.850835,0.7,1,28.5159,8.3,8.04206
HD 101930 b,HD 101930,2,1,Radial Velocity,2005,La Silla Observatory,70.46,0.3,10.6,79.4575,0.25,0.11,,K1 V,5108,0.86,0.57,1,30.0274,8.21,7.96664
HD 107148 b,HD 107148,2,2,Radial Velocity,2005,W. M. Keck Observatory,48.056,0.269,9.6,66.741,0.21,0.05,,G5 V,5797,1.169193,1.12,5.6,49.4156,8.01,7.85111
HD 102117 b,HD 102117,1,1,Radial Velocity,2005,La Silla Observatory,20.8133,0.15,8.47,54.0311,0.17,0.12,,G6 V,5655,1.23,1.06,10,39.5792,7.47,7.28191
HD 27894 b,HD 27894,1,3,Radial Velocity,2005,La Silla Observatory,18.01939,0.125,14.1,196.7357839,0.619,0.047,,K2 V,4875,0.891767,0.81,3.9,43.8214,9.36,9.06573
HD 190360 c,HD 190360,2,2,Radial Velocity,2005,W. M. Keck Observatory,17.111,0.1304,4.59,19.069,0.06,0.237,,G6 IV,5549,1.16804,0.98,8.5,16.0069,5.738,5.55436
HD 4308 b,HD 4308,1,1,Radial Velocity,2005,La Silla Observatory,15.56,0.12,4.12,15.8915,0.05,0,,G5V,5686,1.02,0.93,4.3,22.0158,6.55,6.37578
HIP 14810 b,HIP 14810,1,3,Radial Velocity,2005,W. M. Keck Observatory,6.673892,0.0696,13,1239.537,3.9,0.14399,,G5,5544,1.07,1.01,5.84,50.48,8.520001,8.33307
HD 118203 b,HD 118203,1,2,Radial Velocity,2005,Haute-Provence Observatory,6.134989,0.0701,12.55405838,693.5015841,2.182,0.301,1371,,5872,2.1,1.353,5.25,92.2589,8.05,7.89255
GJ 581 b,GJ 581,1,3,Radial Velocity,2005,La Silla Observatory,5.3686,0.0399,4.79,20.5,0.06450021,0.0342,,M3.0 V,3500,0.302,0.295,4.3,6.2981,10.57,9.411
HD 109749 b,HD 109749,2,1,Radial Velocity,2005,W. M. Keck Observatory,5.239891,0.0615,11.1,85.8141,0.27,0,,G3 V,5824,1.22,1.13,3.3,63.0821,8.08,8.02456
HD 149143 b,HD 149143,1,1,Radial Velocity,2005,Haute-Provence Observatory,4.07182,0.053,13.6,422.7139,1.33,0.0167,,G0,5856,1.44,1.2,4.28,73.2801,7.89,7.74081
HD 2638 b,HD 2638,3,1,Radial Velocity,2005,La Silla Observatory,3.4442,0.04,14.3,133.4886,0.42,0,,K1 V,5186,0.94,0.77,3,54.9621,9.44,9.192761
HD 149026 b,HD 149026,1,1,Radial Velocity,2005,Subaru Telescope,2.87589,0.04364,8.29466,120.7754,0.38,0,1626,G0,6179,1.41,1.42,2.6,75.8643,8.15,8.01416
HD 63454 b,HD 63454,1,1,Radial Velocity,2005,La Silla Observatory,2.81805,0.04,12.31,79.4575,0.25,0,,K4 V,4812,0.77,0.42,1,37.6894,9.37,9.05402
HD 212301 b,HD 212301,2,1,Radial Velocity,2005,La Silla Observatory,2.24571,0.03,14.2,162.0933,0.51,0,,F8 V,6239,1.16,1.55,1,54.2304,7.76,7.63495
HD 189733 b,HD 189733,2,1,Radial Velocity,2005,Haute-Provence Observatory,2.21857567,0.03126,12.66617,359.1479,1.13,0,1209,K2 V,5052,0.75,0.827851,1.4,19.7638,7.67,7.41432
GJ 876 d,GJ 876,1,4,Radial Velocity,2005,W. M. Keck Observatory,1.93778,0.02080665,2.51,6.83,0.021,0.207,,M4 V,3293.74,0.3,0.32,1,4.67517,10.16,8.8753
AB Pic b,AB Pic,1,1,Imaging,2005,Paranal Observatory,,260,12.3,4290.5,13.5,,,K2 V,5285,0.999394,0.9,0.03,50.0475,9.13,8.8378
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,1,1,Microlensing,2005,OGLE,,3.6,13,1200,3.8,,55,,,,0.46,,3200,,
Oph 11 b,Oph 11,1,1,Imaging,2006,Gemini Observatory,7300000,243,12.3,4449.62,14,,2175,M9,2375,0.232692,0.016,5,136.165592,,18.912
HD 24040 b,HD 24040,1,2,Radial Velocity,2006,W. M. Keck Observatory,3668,4.92,13,1226.8238,3.86,0.04,,G0 V,5802,1.3,1.11,6.68,46.6224,7.515,7.33476
HD 154345 b,HD 154345,1,1,Radial Velocity,2006,W. M. Keck Observatory,3341.55884,4.21,13.7,378.2158043,1.19,0.04,,G9,5468,0.85,0.71,9.527,18.284,6.76,6.56771
GJ 849 b,GJ 849,1,2,Radial Velocity,2006,W. M. Keck Observatory,1925.31,2.32,13.9,283.8207675,0.893,0.029,,M3.5,3467,0.45,0.45,3,8.80058,10.41,9.2245
HD 23127 b,HD 23127,1,1,Radial Velocity,2006,Anglo-Australian Telescope,1211.17,2.37,13.5,485.32641,1.527,0.406,,G2 V,5843,1.49,1.208,4.508,93.8555,8.58,8.42019
HD 159868 b,HD 159868,1,2,Radial Velocity,2006,Anglo-Australian Telescope,1184.1,2.32,13.3,704.94694,2.218,0.024,,G5 V,5534,2.13,1.19,7.57,55.8503,7.24,7.04579
HD 187085 b,HD 187085,1,1,Radial Velocity,2006,Anglo-Australian Telescope,1019.74,2.1,13.9,265.70588,0.836,0.251,,G0 V,6117,1.27,1.189,2.747,45.8993,7.22,7.07508
HD 10647 b,HD 10647,1,1,Radial Velocity,2006,W. M. Keck Observatory,989.2,2.015,13.8,298.75,0.94,0.15,,F9 V,6218,1.1,1.11,1.4,17.3357,5.52,5.38178
HD 20782 b,HD 20782,2,5,Radial Velocity,2006,Anglo-Australian Telescope,597.0643,1.3649,13.6,472.83,1.4878,0.95,,G1.5 V,5782.13,1.12681,1.04,5.53,35.9864,7.36,7.19283
HD 62509 b,HD 62509,1,1,Radial Velocity,2006,Multiple Observatories,589.64,1.64,13.3,731,2.3,0.02,,K0IIIvar,4892.63,8.9,2,0.98,10.34,1.12512,
eps Tau b,eps Tau,1,1,Radial Velocity,2006,Okayama Astrophysical Observatory,585.82,1.878,12.7,2285.186246,7.19,0.076,,K0 III,4877,12.35,2.57,,47.52852,3.523,3.27298
HD 160691 e,HD 160691,1,4,Radial Velocity,2006,La Silla Observatory,307.9,0.934,,2224.798849,7,0.0666,,G3 IV-V,5773,1.33,1.13,5.7,15.5981,5.12,4.94916
4 UMa b,4 UMa,1,1,Radial Velocity,2006,Thueringer Landessternwarte Tautenburg,270.27,0.877,12.6,2511.480072,7.902,0.453,,K1 III,4415,18.11,1.234,4.604,73.4603,4.5801,4.23773
HD 69830 d,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,197,0.63,4.45,18.1,0.057,0.07,,K0V,5385,0.886947,0.86,7,12.5591,5.96004,5.75392
HIP 14810 c,HIP 14810,1,3,Radial Velocity,2006,W. M. Keck Observatory,147.747,0.549,13.6,416.3573,1.31,0.1566,,G5,5544,1.07,1.01,5.84,50.48,8.520001,8.33307
HD 69830 c,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,31.56,0.186,3.46,11.8,0.0371,0.13,,K0V,5385,0.886947,0.86,7,12.5591,5.96004,5.75392
HD 224693 b,HD 224693,1,1,Radial Velocity,2006,W. M. Keck Observatory,26.6904,0.191,14,222.481,0.7,0.104,,G2 V,5894,1.93,1.31,4.12,93.5015,8.23,8.08528
HD 33283 b,HD 33283,2,1,Radial Velocity,2006,W. M. Keck Observatory,18.1991,0.1508,12.5,104.56607,0.329,0.399,,G3/G5 V,5935,1.97,1.38,3.63,89.8623,8.05,7.89933
HD 69830 b,HD 69830,1,3,Radial Velocity,2006,La Silla Observatory,8.667,0.0785,3.17,10.2,0.0321,0.1,,K0V,5385,0.886947,0.86,7,12.5591,5.96004,5.75392
HD 185269 b,HD 185269,3,1,Radial Velocity,2006,Lick Observatory,6.83776,0.077,13.8,321.0083,1.01,0.229,,G0 IV,5923,2,1.3,4,51.9917,6.67973,6.51831
HAT-P-1 b,HAT-P-1,2,1,Transit,2006,HATNet,4.46529976,0.05561,14.784671,166.86075,0.525,0,1322,G0 V,5980,1.174,1.151,3.6,158.979,9.827,10.1786
SWEEPS-4 b,SWEEPS-4,1,1,Transit,2006,Hubble Space Telescope,4.2,0.055,9.079,1207.7,3.8,,,,,1.18,1.24,,8500,18.8,
HD 102195 b,HD 102195,1,1,Radial Velocity,2006,Kitt Peak National Observatory,4.11377,0.05,14.2,130.3103,0.41,0,,K0 V,5301,0.82,0.76,2.4,29.3386,8.07,7.84665
XO-1 b,XO-1,1,1,Transit,2006,XO,3.94153,0.0488,12.77826,263.7989,0.83,0,1210,G1 V,5750,0.88,0.88,0.9,163.553,11.251,11.004
TrES-2 b,TrES-2,2,1,Transit,2006,TrES,2.47063,0.03568,15.24424,473.5667,1.49,0,1466,G0 V,5850,1.12,1.36,3.55,215.32,11.254,11.2819
HD 86081 b,HD 86081,2,1,Radial Velocity,2006,W. M. Keck Observatory,2.1378431,0.0346,13.6,470.3884,1.48,0.0119,,F8,5939,1.46,1.21,3.61,103.936,8.73,8.58804
SWEEPS-11 b,SWEEPS-11,1,1,Transit,2006,Hubble Space Telescope,1.796,0.03,12.666,3082.82,9.7,,,,,1.45,1.1,,8500,19.83,
CHXR 73 b,CHXR 73,1,1,Imaging,2006,Hubble Space Telescope,,210,12.3,3994.486,12.569,,,M3.5,3099,,0.35,0.002,190.374,,17.2934
HD 203030 b,HD 203030,1,1,Imaging,2006,Palomar Observatory,,487.1,14.4595851,3496.112477,11,,1040,G8 V,5603,0.856458,0.94,0.1,39.2503,8.45,8.24663
HN Peg b,HN Peg,1,1,Imaging,2006,Spitzer Space Telescope,,773,11.7768,6991.57,21.9987,,,G0 V,6186,1.006954,1.08,0.3,18.1186,5.97707,5.82363
LP 261-75 b,LP 261-75 A,1,1,Imaging,2006,Apache Point Observatory,,450,12.1,6674.396547,21,,1500,M4.5 V,3138,0.308,0.22,0.15,33.928,15.436,13.833
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,1,1,Microlensing,2006,OGLE,,3.5,3.84,14.1,0.0444,,,K5,,,0.69,,4100,22.783,
HD 11506 b,HD 11506,1,3,Radial Velocity,2007,W. M. Keck Observatory,1617.7,2.885,12.9,1551.002626,4.88,0.379,,G0 V,6123,1.24,1.22,2.5,51.261,7.51,7.37382
HD 196885 A b,HD 196885 A,2,1,Radial Velocity,2007,Haute-Provence Observatory,1333,2.37,13.2,819.97,2.58,0.48,,F8 V,6254,1.31,1.28,3.12,34.1692,6.39677,6.26141
kap CrB b,kap CrB,1,1,Radial Velocity,2007,Lick Observatory,1253.68,2.5,13.4,635.66,2,0.04,,K0 III-IV,4840,4.68,1.33,3.42,30.0651,4.79734,4.52428
HD 190647 b,HD 190647,1,1,Radial Velocity,2007,La Silla Observatory,1176.45,2.231,13.4,630.89255,1.985,0.224,,G5 V,5656,1.376,1.069,7.957,54.4738,7.78,7.5942
V0391 Peg b,V0391 Peg,1,1,Pulsation Timing Variations,2007,Multiple Observatories,1170,1.7,13.1,1017.056,3.2,0,,sdBV,29300,0.23,0.5,10,1195.98,14.769,14.5897
HD 170469 b,HD 170469,2,1,Radial Velocity,2007,W. M. Keck Observatory,1145,2.24,14.1,209.7678,0.66,0.11,,G5 IV,5842,1.24,1.1,6.7,60.178,8.21,8.04953
HD 132406 b,HD 132406,1,1,Radial Velocity,2007,Haute-Provence Observatory,908,1.98,12.8,1887.900738,5.94,0.25,,G0 V,5766,1.34,0.973,7.187,70.7832,8.45,8.28075
HD 70573 b,HD 70573,1,1,Radial Velocity,2007,La Silla Observatory,851.8,1.76,12.8,1900,6.1,0.4,,G1-1.5 V,5737,0.976919,1,0.102,59.182,8.667,8.54261
BD-13 2130 b,BD-13 2130,1,1,Radial Velocity,2007,La Silla Observatory,714.29999,1.66,12.5,3108.3774,9.78,0.21,,G5 IV/V,4545,19.17,2.12,0.74,925.214,10.038,9.69971
GJ 317 b,GJ 317,1,2,Radial Velocity,2007,W. M. Keck Observatory,695.66,1.151,13.3,794.5,2.5,0.07,,M2.5 V,3492.73,0.431834,0.42,5,15.1968,12.4,10.7539
HD 5319 b,HD 5319,1,2,Radial Velocity,2007,W. M. Keck Observatory,637.1,1.57,13.5,494.54348,1.556,0.092,,G5,4871,4.06,1.27,3.1,121.405,8.05,7.77238
HD 125612 b,HD 125612,2,3,Radial Velocity,2007,W. M. Keck Observatory,557.69994,1.349,13.2,945.2216824,2.974,0.446,,G3 V,5900,1.07,1.05,1.77,57.6207,8.31,8.1559
HD 171028 b,HD 171028,1,1,Radial Velocity,2007,La Silla Observatory,550,1.32,13.2,832.7146,2.62,0.59,,G0,5671,2.47,1.53,8.59,111.659,8.292,8.10233
HD 4113 b,HD 4113,3,1,Radial Velocity,2007,La Silla Observatory,526.5239,1.28,13.5,541.2617771,1.703,0.899,,G5,5688,1.077514,1.008,6.4,41.8727,7.88,7.71051
HD 221287 b,HD 221287,1,1,Radial Velocity,2007,La Silla Observatory,456.1,1.25,13.1,982.05,3.09,0.08,,F7 V,6304,1.13864,1.25,1.3,55.9231,7.82,7.68153
HD 75898 b,HD 75898,1,2,Radial Velocity,2007,W. M. Keck Observatory,422.82,1.2025,13.2,810.4624379,2.55,0.105,,F8 V,6122,1.55,1.295,3.2,78.0505,8.03,7.89597
HD 167042 b,HD 167042,1,1,Radial Velocity,2007,Lick Observatory,417.67,1.22,13.6,444.0062846,1.397,0.01,,K1 IV,4919,4.63,1.39,2.2,49.6633,5.98796,5.72384
HD 155358 c,HD 155358,1,2,Radial Velocity,2007,McDonald Observatory,391.9,1.02,13.9,261,0.82,0.16,,G0,5900,1.38,0.92,10.7,43.6197,7.28,7.12074
HD 100777 b,HD 100777,1,1,Radial Velocity,2007,La Silla Observatory,383,1.06,13.7,390.9289406,1.23,0.38,,G8 V,5533,1.04,1.08,5.7,49.5336,8.42,8.2387
HD 17092 b,HD 17092,1,1,Radial Velocity,2007,McDonald Observatory,359.89999,1.31,12.5,3219.6179,10.13,0.17,,K0 III,4326,13.58,6.73,2.6,228.422,7.732,7.33993
HD 156846 b,HD 156846,2,1,Radial Velocity,2007,La Silla Observatory,359.51001,1.12,12.4,3391.2461,10.67,0.85,,G0 V,6090,1.9,1.38,2.4,47.7332,6.5,6.3623
HD 210702 b,HD 210702,1,1,Radial Velocity,2007,Lick Observatory,355.5,1.079,13.6,481.5100366,1.515,0.071,,K1 IV,4912,4.54,1.33,2.1,54.1963,5.93022,5.6807
HD 192699 b,HD 192699,1,1,Radial Velocity,2007,Lick Observatory,340.94,1.063,13.4,666.17168,2.096,0.082,,G8 IV,5041,4.41,1.38,1.8,71.8627,6.45591,6.21085
11 Com b,11 Com,2,1,Radial Velocity,2007,Xinglong Station,323.21,1.178,12.2,4914.898486,15.464,0.238,,G8 III,4874,13.76,2.09,,93.1846,4.72307,4.44038
HD 175541 b,HD 175541,1,1,Radial Velocity,2007,W. M. Keck Observatory,298.43,0.975,14.1,190.06234,0.598,0.11,,G8 IV,5013,4.19,1.39,1.9,129.603,8.020001,7.75927
55 Cnc f,55 Cnc,2,5,Radial Velocity,2007,Multiple Observatories,259.88,0.7708,7.59,44.812,0.141,0.08,,G8V,5172,0.943,0.905,10.2,12.5855,5.95084,5.72973
HD 155358 b,HD 155358,1,2,Radial Velocity,2007,McDonald Observatory,194.3,0.63,13.8,314.6517,0.99,0.17,,G0,5905,1.38,1.15,10.7,43.6197,7.28,7.12074
HD 81688 b,HD 81688,1,1,Radial Velocity,2007,Okayama Astrophysical Observatory,183.93,0.648,13.5,525.6881852,1.654,0.04,,K0 III-IV,4797,11.13,1.07,1.48,85.7183,5.39755,5.12598
HD 231701 b,HD 231701,1,1,Radial Velocity,2007,W. M. Keck Observatory,141.63,0.567,13.7,359.1479,1.13,0.13,,F8 V,6101,1.53,1.21,3.43,108.877,8.97,8.83051
xi Aql b,xi Aql,1,1,Radial Velocity,2007,Okayama Astrophysical Observatory,136.97,0.625,13.4,616.904938,1.941,0.059,,K0 III,4841,10.86,1.74,7.1,56.1858,4.70964,4.42501
HD 43691 b,HD 43691,3,1,Radial Velocity,2007,Haute-Provence Observatory,36.9987,0.238,13.2,810.4665,2.55,0.0796,,G0,6093,1.6,1.32,2.39,85.6009,8.03,7.8972
HD 17156 b,HD 17156,1,1,Radial Velocity,2007,Subaru Telescope,21.21663,0.16278,12.3299,1115.5833,3.51,0.68,883,G5,6040,1.55,1.41,3.37,78.0863,8.17,8.03298
GJ 581 c,GJ 581,1,3,Radial Velocity,2007,La Silla Observatory,12.9211,0.0718,2.5,6.81,0.02142666,0.032,,M3.0 V,3500,0.302,0.295,4.3,6.2981,10.57,9.411
HAT-P-2 b,HAT-P-2,1,2,Transit,2007,HATNet,5.6335158,0.06814,10.659759,2866.812231,9.02,0.5172,1540,F8,6380,1.39,1.33,1.44,127.774,8.72,8.59842
GJ 674 b,GJ 674,1,1,Radial Velocity,2007,La Silla Observatory,4.6938,0.039,3.33,11.09,0.035,0.2,,M2.5,3600,0.36463,0.35,0.55,4.54896,9.38,8.33063
OGLE-TR-182 b,OGLE-TR-182,1,1,Transit,2007,OGLE,3.9791,0.051,12.666,320.995,1.01,0,1550,,5924,1.14,1.14,4.3,2501.75,16.9195,16.6783
Lupus-TR-3 b,Lupus-TR-3,1,1,Transit,2007,Multiple Observatories,3.91405,0.0464,9.976,257.431,0.81,0,,,5000,0.82,0.87,,773.409,19.6202,18.765
HAT-P-6 b,HAT-P-6,1,1,Transit,2007,HATNet,3.85298,0.05239,16.58932,419.5356,1.32,0,1675,,6570,1.62,1.79,2.3,275.358,10.469,10.3056
HD 219828 b,HD 219828,1,2,Radial Velocity,2007,La Silla Observatory,3.83483,0.049,4.59,19.06970442,0.06,0.091,,G0 IV,5891,1.56,1.04,5.69,73.114,8.04,7.88338
OGLE-TR-211 b,OGLE-TR-211,1,1,Transit,2007,OGLE,3.67724,0.051,15.244,327.351,1.03,0,1686,,6325,1.64,1.33,2.6,1515.26,15.364,15.0702
TrES-4 b,TrES-4,2,1,Transit,2007,TrES,3.55395,0.05084,18.04649,247.9074,0.78,0,1778,F8 V,6200,1.66,1.08,2.2,515.98,11.932,11.4731
XO-3 b,XO-3,1,1,Transit,2007,XO,3.19154,0.0476,15.80469,2316.9807,7.29,0.29,1729,F5V,6781,1.409,1.206,2.82,213.053,9.854,9.73889
HAT-P-4 b,HAT-P-4,2,1,Transit,2007,HATNet,3.056536,0.04438,14.28,213.255,0.671,0,1686,F,5860,1.596,1.248,3.9,320.451,11.118,11.0634
HAT-P-3 b,HAT-P-3,2,1,Transit,2007,HATNet,2.8997,0.03866,10.53646,206.5895,0.65,0,1189,K1,5185,0.87,1.06,1.6,134.554,11.856,11.2795
HAT-P-5 b,HAT-P-5,1,1,Transit,2007,HATNet,2.78849,0.04073,13.56289,311.4734,0.98,0,1539,G,5960,1.12,1.04,2.6,303.336,11.954,11.8224
XO-2 N b,XO-2 N,2,3,Transit,2007,XO,2.61586178,0.0368,11.130537,179.89178,0.566,0.028,1328,K0 V,5340,0.99,0.971,7.8,154.273,11.246,10.9718
WASP-1 b,WASP-1,2,1,Transit,2007,SuperWASP,2.5199454,0.03889,16.623,271.415,0.854,0,1812,F7 V,6110,1.47,1.24,3.4,393.072,11.308,11.5349
WASP-2 b,WASP-2,2,1,Transit,2007,SuperWASP,2.152175,0.03144,12.116929,295.89973,0.931,0.0054,1311,K1,5180,0.866,0.895,8.2,153.242,11.728,11.5638
WASP-3 b,WASP-3,3,1,Transit,2007,SuperWASP,1.84683,0.0315,15.91678,772.3269,2.43,0,2020,,6400,1.44,1.62,2.1,231.161,10.632,10.4525
WASP-4 b,WASP-4,1,1,Transit,2007,SuperWASP,1.338231466,0.0226,14.807089,376.94638,1.186,0,1673,G8,5400,0.893,0.864,7,267.206,12.483,12.3162
TrES-3 b,TrES-3,1,1,Transit,2007,TrES,1.30618581,0.02282,14.975,607.03,1.91,0,1638,G4 V,5650,0.829,0.928,0.9,231.337,12.362,12.1995
CT Cha b,CT Cha,1,1,Imaging,2007,Paranal Observatory,,440,24.66,5403,17,,2600,K5e,4403,1.679694,,0.002,190.72,12.335,11.7733
HR 8799 b,HR 8799,1,4,Imaging,2008,Gemini Observatory,170000,68,13,2000,7,,1200,A5 V,7204.58,1.49338,1.5,0.06,41.2441,5.98,5.90914
HR 8799 c,HR 8799,1,4,Imaging,2008,Gemini Observatory,69000,38,13,3000,10,0.5,1200,A5 V,7204.58,1.49338,1.5,0.06,41.2441,5.98,5.90914
HR 8799 d,HR 8799,1,4,Imaging,2008,W. M. Keck Observatory,37000,24,13,3000,10,0.6,1300,A5 V,7204.58,1.49338,1.5,0.06,41.2441,5.98,5.90914
bet Pic b,bet Pic,1,2,Imaging,2008,Paranal Observatory,8617.50952,10.018,18.49485,3727.809386,11.729,0.106,1612,A5V,8038.68,1.54416,1.795,0.0165,19.7442,3.85,3.82015
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,1,2,Microlensing,2008,OGLE,4927.5,4.5,11.1,86,0.27,0.15,59,,,,0.51,,1510,,
HD 183263 c,HD 183263,1,2,Radial Velocity,2008,W. M. Keck Observatory,4667.97841,5.585,12.5,2958.982469,9.31,0.051,,G2 IV,5875.99,1.293337,1.06,4.52,54.1955,7.86,7.71818
GJ 832 b,GJ 832,1,1,Radial Velocity,2008,Anglo-Australian Telescope,3853,3.7,13.8,314.6501229,0.99,0.05,,M2/3 V,3472,0.441557,0.45,8.1,4.96435,8.66,7.73761
HD 187123 c,HD 187123,1,2,Radial Velocity,2008,W. M. Keck Observatory,3810,4.89,13.4,632.46,1.99,0.252,,G3 V,5790,1.15043,1.04,7.4,45.9548,7.83,7.67284
HD 181433 d,HD 181433,1,3,Radial Velocity,2008,La Silla Observatory,2172,3,14.2,171,0.54,0.48,,K3 IV,4962,0.810841,0.78,6.7,26.8762,8.4,8.09228
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,1,2,Microlensing,2008,OGLE,1788.5,2.3,14,231,0.727,,82,,,,0.51,,1510,,
HD 73534 b,HD 73534,1,1,Radial Velocity,2008,W. M. Keck Observatory,1750,2.99,13.7,353.42696,1.112,0.126,,G5,4917,2.58,1.16,7.04,83.3321,8.23,7.95707
HD 47186 c,HD 47186,1,2,Radial Velocity,2008,La Silla Observatory,1353.6,2.395,13,111.42,0.35061,0.249,,G6 V,5657,1.08,0.96,6.5,37.4574,7.63,7.44897
HD 73267 b,HD 73267,1,2,Radial Velocity,2008,La Silla Observatory,1257.99159,2.229,13,1321.530516,4.158,0.261,,K0 V,5387,0.909,0.93,8.14,50.4093,8.9,8.67835
HD 139357 b,HD 139357,1,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,1124.79139,2.949,12.1,6315.568276,19.871,0.099,,K4 III,4700,11.47,2.69,3.07,112.09,5.97272,5.6303
HD 143361 b,HD 143361,1,1,Radial Velocity,2008,Las Campanas Observatory,1039.15,1.988,12.9,1382.55357,4.35,0.197,,G6 V,5507,0.916,0.968,2.942,68.5146,9.2,9.01602
81 Cet b,81 Cet,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,1005.57,2.104,13.1,1051.058542,3.307,0.037,,G5 III,4734,11.21,1.23,,101.26,5.64307,5.37588
18 Del b,18 Del,2,1,Radial Velocity,2008,Okayama Astrophysical Observatory,982.85,2.476,12.5,2926.246143,9.207,0.024,,G6 III,4980,8.8,2.1,1.1,76.222,5.51048,5.27476
HD 181433 c,HD 181433,1,3,Radial Velocity,2008,La Silla Observatory,962,1.76,14.1,203,0.64,0.28,,K3 IV,4962,0.810841,0.78,6.7,26.8762,8.4,8.09228
6 Lyn b,6 Lyn,1,1,Radial Velocity,2008,Okayama Astrophysical Observatory,919.86,2.028,13.4,597.8352336,1.881,0.042,,K0 IV,4941,4.94,1.32,2.353,54.6599,5.87307,5.60686
HD 48265 b,HD 48265,1,1,Radial Velocity,2008,Las Campanas Observatory,778.51,1.814,13.5,484.69075,1.525,0.211,,G5 IV/V,5733,1.901,1.312,4.201,90.5446,8.05,7.87925
BD-17 63 b,BD-17 63,1,1,Radial Velocity,2008,La Silla Observatory,655.57,1.34,12.8,1639.99458,5.16,0.5439,,K5 V,4714,0.74,0.741,4.3,34.4603,9.62,9.20112
HD 60532 c,HD 60532,1,2,Radial Velocity,2008,La Silla Observatory,600.1,1.6,13.3,797.7533,2.51,0.03,,F6 IV,6245,2.57,1.5,2.8,25.9716,4.44,4.30793
HD 153950 b,HD 153950,1,1,Radial Velocity,2008,La Silla Observatory,499.39999,1.28,13.2,937.5985,2.95,0.34,,F8 V,6124,1.28,1.25,4.3,48.4549,7.39,7.23813
42 Dra b,42 Dra,2,1,Radial Velocity,2008,Thueringer Landessternwarte Tautenburg,479.1,1.19,13,1233.13,3.88,0.38,,K1.5 III,4200,22.03,0.98,9.49,90.6545,4.8262,4.43216
